Municipios,Año,Algodón a,Algodón b,Arroz a,Arroz,Frijol a,Frijol b,Maiz Tecnificado a,Maiz Tecnificado b,Maiz Tradicional a,Maiz Tradicional b,Sorgo a,Sorgo b,Soya a,Soya b,Tabaco a,Tabaco b
TuluÃ¡,2004-01-01,3.57,0.0,0.0,5.8,0.86,0.72,5.88,5.0,1.13,3.2,4.53,4.0,2.16,2.5,0.0,0.0
Ulloa,2004-01-01,0.0,0.0,0.0,0.0,0.6,0.75,0.0,0.0,3.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0
Versalles,2004-01-01,0.0,0.0,0.0,0.0,0.985,0.985,0.0,0.0,1.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0
Vijes,2004-01-01,0.0,0.0,0.0,0.0,0.7,0.89,0.0,0.0,1.5,1.8,4.4,4.0,0.0,0.0,0.0,0.0
Yotoco,2004-01-01,3.3,0.0,0.0,0.0,0.8,2.0,6.2,5.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Yumbo,2004-01-01,4.0,0.0,0.0,0.0,0.65,0.65,6.0,6.0,2.5,0.27,4.5,1.17,0.0,0.0,0.0,0.0
Zarzal,2004-01-01,3.9,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,3.5,3.18,3.2,3.0,0.0,0.0
Cali,2003-01-01,3.27,0.0,6.0,6.15,0.6,0.57,5.0,5.8,2.0,2.5,4.0,4.2,0.0,2.0,0.0,0.0
AlcalÃ¡,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Andalucia,2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,0.0,0.0,0.0,0.0,2.3,2.3,0.0,0.0
Ansermanuevo,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,6.0,6.4,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
Argelia,2003-01-01,0.0,0.0,0.0,0.0,0.5,0.48,0.0,0.0,1.4,1.55,0.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,5.0,5.4,1.5,1.9,5.0,4.7,2.2,2.2,0.0,2.0
Buenaventura,2003-01-01,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2003-01-01,3.54,0.0,6.0,6.2,1.1,1.0,5.5,5.8,2.3,2.0,4.8,4.7,2.2,2.0,0.0,0.0
Bugalagrande,2003-01-01,0.0,0.0,0.0,0.0,0.9,0.85,5.0,5.4,1.0,1.3,4.0,4.0,2.5,2.4,0.0,0.0
Caicedonia,2003-01-01,0.0,0.0,0.0,0.0,0.3,0.29,6.0,6.4,2.0,2.5,0.0,0.0,2.6,2.6,1.8,2.0
Candelaria,2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.3,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0
Cartago,2003-01-01,3.45,0.0,0.0,0.0,0.78,0.75,5.0,5.4,1.2,1.5,4.0,4.0,2.3,2.3,0.0,0.0
Dagua,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,0.0,0.0,1.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0
DariÃ©n,2003-01-01,0.0,0.0,0.0,0.0,1.0,0.95,0.0,0.0,1.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0
El Aguila,2003-01-01,0.0,0.0,0.0,0.0,0.56,0.55,0.0,0.0,1.19,1.8,0.0,0.0,0.0,0.0,0.0,0.0
El Cairo,2003-01-01,0.0,0.0,0.0,0.0,0.58,0.55,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0
El Cerrito,2003-01-01,0.0,0.0,6.0,5.95,1.0,0.95,8.0,8.5,0.0,0.0,5.0,4.6,3.0,3.0,0.0,0.0
El Dovio,2003-01-01,0.0,0.0,0.0,0.0,1.12,0.91,0.0,0.0,1.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida,2003-01-01,0.0,0.0,0.0,0.0,1.2,1.1,6.0,6.4,2.5,2.0,3.5,3.4,0.0,0.0,2.5,2.0
Ginebra,2003-01-01,0.0,0.0,6.0,6.15,1.2,1.1,5.3,5.5,1.4,1.8,4.5,4.5,2.5,2.3,0.0,0.0
GuacarÃ­,2003-01-01,0.0,0.0,0.0,0.0,0.9,0.85,5.0,5.3,1.14,1.7,3.5,3.4,2.0,2.0,2.2,2.0
JamundÃ­,2003-01-01,0.0,0.0,6.0,6.0,0.7,0.67,4.9,5.2,1.2,1.5,4.5,4.5,2.3,2.3,0.0,0.0
La Cumbre,2003-01-01,0.0,0.0,0.0,0.0,1.1,1.0,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0
La UniÃ³n,2003-01-01,2.72,0.0,0.0,0.0,0.0,0.0,5.5,5.8,0.0,0.0,4.5,4.5,2.5,2.45,0.0,0.0
La Victoria,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,4.5,4.8,1.0,1.4,4.5,4.5,2.5,2.5,0.0,0.0
Obando,2003-01-01,0.0,0.0,0.0,0.0,0.6,0.57,5.4,5.8,0.8,1.6,0.0,4.0,2.1,2.1,0.0,0.0
Palmira,2003-01-01,0.0,0.0,0.0,0.0,0.75,0.71,0.0,0.0,1.4,1.8,4.5,4.5,2.5,2.5,2.2,2.2
Pradera,2003-01-01,0.0,0.0,0.0,0.0,0.78,0.74,4.5,4.8,1.4,1.8,4.0,4.0,2.0,2.1,0.0,0.0
Restrepo,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,0.0,0.0,1.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0
RiofrÃ­o,2003-01-01,0.0,0.0,0.0,0.0,1.2,1.0,0.0,0.0,1.35,1.7,0.0,0.0,2.0,2.0,0.0,0.0
Roldanillo,2003-01-01,3.27,0.0,0.0,0.0,0.8,0.77,4.4,4.7,1.8,2.0,4.6,4.6,0.0,0.0,2.1,2.1
San Pedro,2003-01-01,0.0,0.0,0.0,0.0,0.75,0.72,5.5,5.8,1.2,1.5,4.5,4.5,0.0,0.0,0.0,0.0
Sevilla,2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toro,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,5.0,5.3,2.0,2.0,5.0,5.0,2.5,2.5,2.0,2.1
Trujillo,2003-01-01,0.0,0.0,0.0,0.0,0.85,0.82,6.0,6.4,1.4,1.8,4.5,4.5,0.0,2.2,0.0,0.0
TuluÃ¡,2003-01-01,3.27,0.0,0.0,0.0,0.8,0.78,6.0,6.4,1.4,1.6,4.5,4.5,2.3,2.3,2.0,2.2
Ulloa,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.51,0.0,0.0,3.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
Versalles,2003-01-01,0.0,0.0,0.0,0.0,0.9,0.93,0.0,0.0,1.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0
Vijes,2003-01-01,3.36,0.0,0.0,0.0,0.7,0.67,0.0,0.0,1.5,1.9,4.4,4.4,0.0,0.0,0.0,0.0
Yotoco,2003-01-01,0.0,0.0,6.0,5.7,0.8,0.76,4.2,4.5,2.0,2.5,0.0,0.0,0.0,2.3,0.0,0.0
Yumbo,2003-01-01,0.0,0.0,0.0,0.0,0.65,0.62,5.7,6.0,2.3,2.7,4.5,4.5,2.0,2.1,0.0,0.0
Zarzal,2003-01-01,3.45,0.0,0.0,0.0,0.0,0.0,5.0,5.25,0.0,0.0,3.8,3.5,2.5,2.5,0.0,2.5
Cali,2002-01-01,0.0,0.0,6.0,6.0,0.6,0.6,5.0,5.5,2.0,2.28,4.4,4.4,1.7,2.0,0.0,0.0
AlcalÃ¡,2002-01-01,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Andalucia,2002-01-01,3.6,0.0,6.5,0.0,0.0,0.0,5.0,3.5,0.0,0.0,4.0,0.0,2.3,2.3,0.0,0.0
Ansermanuevo,2002-01-01,0.0,0.0,0.0,0.0,0.8,0.8,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Argelia,2002-01-01,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2002-01-01,4.6,0.0,0.0,0.0,0.8,0.8,5.0,5.0,1.5,1.5,5.0,5.0,2.0,2.2,0.0,2.0
Buenaventura,2002-01-01,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2002-01-01,3.6,0.0,6.0,6.0,1.1,1.1,5.5,5.5,2.3,2.3,4.8,4.8,2.6,2.0,0.0,0.0
Bugalagrande,2002-01-01,3.0,0.0,0.0,0.0,0.9,0.9,4.2,5.0,1.4,1.0,4.0,4.0,2.2,2.5,0.0,0.0
Caicedonia,2002-01-01,0.0,0.0,0.0,0.0,0.5,0.3,5.4,6.0,2.0,2.0,0.0,0.0,2.3,2.6,2.0,1.8
Candelaria,2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0
Cartago,2002-01-01,3.8,0.0,0.0,0.0,0.78,0.78,4.75,5.0,1.2,1.2,5.5,4.0,2.3,2.1,0.0,0.0
Dagua,2002-01-01,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0
DariÃ©n,2002-01-01,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0
El Aguila,2002-01-01,0.0,0.0,0.0,0.0,0.62,0.562,0.0,0.0,1.1,1.186,0.0,0.0,0.0,0.0,2.3,0.0
El Cairo,2002-01-01,0.0,0.0,0.0,0.0,0.473,0.579,0.0,0.0,1.481,1.573,0.0,0.0,0.0,0.0,0.0,0.0
El Cerrito,2002-01-01,3.8,0.0,6.0,6.0,1.0,1.0,5.0,8.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0
El Dovio,2002-01-01,0.0,0.0,0.0,0.0,0.8,0.96,0.0,0.0,1.3,1.779,0.0,0.0,0.0,0.0,0.0,0.0
Florida,2002-01-01,0.0,0.0,0.0,0.0,1.2,1.2,6.0,6.0,1.8,0.0025,3.5,3.5,2.0,0.0,2.0,2.0
Ginebra,2002-01-01,0.0,0.0,6.0,6.0,1.2,1.2,5.3,5.3,1.4,1.4,4.5,4.5,2.3,2.3,0.0,0.0
GuacarÃ­,2002-01-01,2.9,0.0,0.0,0.0,0.9,0.9,5.0,5.0,1.4,1.14,3.5,3.5,2.0,2.0,1.8,1.8
JamundÃ­,2002-01-01,0.0,0.0,6.0,6.0,0.7,0.7,4.9,4.9,1.2,1.2,4.5,4.5,2.3,2.3,0.0,0.0
La Cumbre,2002-01-01,0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0
La UniÃ³n,2002-01-01,2.5,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,4.5,4.5,2.5,2.5,0.0,0.0
La Victoria,2002-01-01,3.5,0.0,0.0,0.0,0.8,0.8,4.5,4.5,1.0,1.0,4.5,4.5,2.5,2.5,0.0,0.0
Obando,2002-01-01,2.8,0.0,0.0,0.0,0.6,0.6,5.4,5.4,0.8,0.8,0.0,4.0,2.1,2.1,0.0,0.0
Palmira,2002-01-01,3.8,0.0,0.0,0.0,1.6,0.75,7.0,0.0,0.0,1.4,4.6,4.5,2.0,2.5,2.5,2.2
Pradera,2002-01-01,0.0,0.0,0.0,0.0,0.78,0.78,4.5,4.5,1.4,1.4,4.0,4.0,2.0,2.0,0.0,0.0
Restrepo,2002-01-01,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0
RiofrÃ­o,2002-01-01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.2,1.3,0.0,0.0,2.0,2.0,0.0,0.0
Roldanillo,2002-01-01,3.6,0.0,0.0,0.0,0.8,0.8,4.4,4.4,1.8,1.8,4.6,4.6,2.2,0.0,2.1,2.1
San Pedro,2002-01-01,0.0,0.0,0.0,0.0,0.8,0.75,5.5,5.5,1.2,1.2,4.5,4.5,2.1,0.0,0.0,0.0
Sevilla,2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toro,2002-01-01,3.5,0.0,0.0,0.0,0.8,0.8,5.0,5.0,2.0,2.0,5.0,5.0,2.5,2.5,2.0,2.0
Trujillo,2002-01-01,3.0,0.0,0.0,0.0,0.85,0.85,6.0,6.0,1.4,1.4,0.0,4.5,0.0,2.2,0.0,0.0
TuluÃ¡,2002-01-01,3.6,0.0,6.0,0.0,0.8,0.8,6.0,6.0,1.4,1.1,4.5,4.5,2.3,2.3,2.0,2.0
Ulloa,2002-01-01,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Versalles,2002-01-01,0.0,0.0,0.0,0.0,0.5,0.985,0.0,0.0,1.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0
Vijes,2002-01-01,3.7,0.0,0.0,0.0,0.7,0.7,0.0,0.0,1.5,1.5,4.4,4.4,0.0,0.0,0.0,0.0
Yotoco,2002-01-01,3.7,0.0,6.0,6.0,0.8,0.8,5.0,4.2,2.0,2.0,0.0,0.0,2.2,2.2,0.0,0.0
Yumbo,2002-01-01,3.6,0.0,0.0,0.0,0.65,0.65,5.7,5.7,2.3,2.3,4.5,4.5,2.0,2.0,0.0,0.0
Zarzal,2002-01-01,3.8,0.0,0.0,0.0,0.0,0.0,3.5,5.0,0.0,0.0,3.8,3.5,3.3,2.5,0.0,2.5
AlcalÃ¡,2001-01-01,,0.0,0.0,0.0,0.8,0.8,,,2.5,2.5,,,,,0.0,0.0
Argelia,2001-01-01,,0.0,0.0,0.0,0.5,0.5,,,1.0,1.0,,,,,0.0,0.0
Buenaventura,2001-01-01,,0.0,2.5,2.5,0.0,0.0,,,0.7,0.7,,,,,0.0,0.0
Buga,2001-01-01,3.0,0.0,6.0,6.0,1.1,1.2,5.5,5.5,2.3,2.3,4.5,4.2,2.5,2.5,0.0,0.0
Caicedonia,2001-01-01,,0.0,0.0,0.0,0.3,0.3,5.42,5.42,2.0,2.0,,,2.25,2.25,2.0,0.0
Candelaria,2001-01-01,,0.0,0.0,0.0,0.0,0.0,5.4,5.4,0.0,0.0,4.5,4.3,2.2,2.2,0.0,0.0
Cartago,2001-01-01,,0.0,0.0,0.0,0.78,0.78,6.0,6.0,1.2,1.2,4.55,4.55,2.35,2.35,0.0,0.0
Dagua,2001-01-01,,0.0,0.0,0.0,0.6,0.5,,,2.5,2.5,,,,,0.0,0.0
DariÃ©n,2001-01-01,,0.0,0.0,0.0,1.2,1.0,,,1.0,1.0,,,,,0.0,0.0
El Aguila,2001-01-01,,0.0,0.0,0.0,0.6,0.6,,,1.3,1.2,,,,,2.3,2.3
El Cairo,2001-01-01,,0.0,0.0,0.0,0.411,0.659,,,0.618,1.952,,,,,0.0,0.0
El Cerrito,2001-01-01,,0.0,6.0,6.0,0.9,0.9,5.0,5.0,0.0,0.0,5.0,4.5,,,0.0,0.0
El Dovio,2001-01-01,,0.0,0.0,0.0,0.45,0.3,,,1.3,1.3,,,,,0.0,0.0
Ginebra,2001-01-01,,0.0,6.0,6.0,1.0,1.0,5.3,5.3,2.0,2.0,4.55,4.4,2.5,2.5,0.0,0.0
GuacarÃ­,2001-01-01,2.85,0.0,5.5,6.0,0.9,0.9,5.4,5.4,1.14,2.0,4.4,4.4,2.4,2.4,1.7,1.7
JamundÃ­,2001-01-01,,0.0,6.0,6.0,0.7,0.7,4.9,4.9,1.2,1.2,4.5,4.5,2.3,2.3,0.0,0.0
La Cumbre,2001-01-01,,0.0,0.0,0.0,1.1,1.1,,,2.0,1.6,,,,,0.0,0.0
La UniÃ³n,2001-01-01,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.5,4.4,2.2,2.2,1.6,0.0
La Victoria,2001-01-01,3.0,0.0,0.0,0.0,0.3,0.3,5.3,5.3,0.5,0.5,4.5,4.5,2.2,2.2,2.0,0.0
Restrepo,2001-01-01,,0.0,0.0,0.0,0.6,0.6,,,1.2,1.8,,,,,0.0,0.0
RiofrÃ­o,2001-01-01,,0.0,0.0,0.0,0.6,0.6,,,1.2,1.2,,,2.0,2.0,0.0,0.0
Roldanillo,2001-01-01,3.1,0.0,0.0,0.0,0.8,0.8,5.5,5.5,1.8,1.8,4.55,4.55,2.1,2.1,2.1,2.1
San Pedro,2001-01-01,2.87,0.0,0.0,0.0,0.8,0.75,6.0,6.0,1.7,1.2,4.5,4.5,2.1,2.2,0.0,0.0
Toro,2001-01-01,3.05,0.0,0.0,0.0,0.8,0.4,6.0,6.0,2.0,1.6,4.7,4.7,2.5,2.5,2.0,0.0
Trujillo,2001-01-01,2.9,0.0,0.0,0.0,0.85,0.85,5.6,5.6,2.0,2.0,4.6,,,,0.0,0.0
TuluÃ¡,2001-01-01,,0.0,6.0,6.0,0.8,0.6,6.0,6.0,2.0,1.8,4.5,4.5,2.3,2.3,2.0,2.0
Ulloa,2001-01-01,,0.0,0.0,0.0,0.54,0.8,,,3.0,3.0,,,,,0.0,0.0
Versalles,2001-01-01,,0.0,0.0,0.0,0.52,0.75,,,1.7,1.7,,,,,0.0,0.0
Vijes,2001-01-01,,0.0,0.0,0.0,0.7,0.7,,6.0,1.5,1.5,4.4,4.4,,,0.0,0.0
Yumbo,2001-01-01,,0.0,0.0,0.0,0.65,0.0,5.7,5.7,2.3,2.3,4.45,4.45,,2.3,0.0,0.0
Zarzal,2001-01-01,,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,4.4,4.4,3.0,3.0,0.0,0.0
Cali,2000-01-01,,,6.0,6.0,0.6,0.6,4.5,,2.28,4.0,4.0,4.0,,,,
AlcalÃ¡,2000-01-01,,,,,0.8,0.8,,,2.5,2.5,,,,,1.8,
Andalucia,2000-01-01,3.0,,6.0,6.5,,,4.25,4.25,2.0,2.0,4.0,4.0,0.0,2.3,,
Ansermanuevo,2000-01-01,,,,,0.6,0.6,4.5,4.5,0.5,,,,,,2.0,
Argelia,2000-01-01,,,,,0.5,0.5,,,2.0,3.5,,,,,,
Bolivar,2000-01-01,1.8,,,,0.8,0.8,5.0,5.0,1.5,1.5,5.2,5.0,3.125,3.125,,
Buenaventura,2000-01-01,,,2.59,2.5,,,,,0.7,0.7,,,,,,
Buga,2000-01-01,2.5,,6.0,6.0,1.0,1.0,6.9,6.9,2.2,2.3,5.7,6.0,2.4,2.5,,
Bugalagrande,2000-01-01,2.4,,2.59,,0.44,0.44,3.5,3.5,2.2,2.2,3.0,3.0,2.2,2.2,,
Caicedonia,2000-01-01,,,,,0.3,0.3,4.0,4.0,2.0,2.0,4.5,,2.6,2.6,2.0,
Candelaria,2000-01-01,,,,,,,5.52,5.49,,,3.7,2.9,1.9,1.8,,
Cartago,2000-01-01,2.8,,,,0.78,0.78,,6.8,1.2,1.2,,4.9,,2.2,,
Dagua,2000-01-01,,,,,0.95,0.95,,,2.5,2.5,,,,,,
DariÃ©n,2000-01-01,,,,,0.65,1.0,,,1.0,1.0,,,,,,
El Aguila,2000-01-01,,,,,0.73,0.6,,,1.2,1.0,,,,,,2.0
El Cairo,2000-01-01,,,,,1.02,0.26,,,0.6,0.46,,,,,,
El Cerrito,2000-01-01,,,6.0,,0.9,0.9,5.0,5.0,,,5.0,,,,,
El Dovio,2000-01-01,,,,,0.4,0.4,,,1.2,1.2,,,,,,
Florida,2000-01-01,,,,,0.81,0.9,5.8,5.5,2.1,2.3,4.0,5.0,2.0,2.1,,1.9
Ginebra,2000-01-01,0.0,,6.0,6.0,0.78,0.78,5.5,5.5,1.5,1.5,4.5,4.5,2.2,2.22,,
GuacarÃ­,2000-01-01,2.3,,5.59,5.5,0.9,0.9,5.0,5.0,2.0,2.0,5.0,5.0,2.2,2.2,,
JamundÃ­,2000-01-01,2.4,,5.59,5.5,0.9,0.9,4.7,4.2,0.0,1.5,3.5,3.5,2.5,2.0,,
La Cumbre,2000-01-01,,,,,0.5,0.5,,,2.0,2.0,,,,,,
La UniÃ³n,2000-01-01,2.2,,,,0.95,0.95,5.5,5.5,0.6,0.6,4.4,4.0,2.5,2.5,2.0,
La Victoria,2000-01-01,1.5,,,,0.3,0.3,4.0,5.0,0.4,0.5,2.0,4.5,1.3,1.8,,
Obando,2000-01-01,2.2,,,,0.6,0.6,5.0,4.5,0.8,0.8,,,2.0,1.8,,
Palmira,2000-01-01,2.1,,5.09,,0.75,0.75,3.5,3.5,,1.65,4.5,4.0,2.2,1.8,2.2,2.2
Pradera,2000-01-01,,,,,1.3,1.3,4.5,4.5,1.4,1.4,4.0,4.0,2.0,2.0,,
Restrepo,2000-01-01,,,,,0.7,0.7,,,1.5,1.5,,,,,,
RiofrÃ­o,2000-01-01,,,,,0.8,0.6,,,1.8,1.2,,,2.2,1.8,,
Roldanillo,2000-01-01,3.0,,,,0.8,0.8,4.4,4.4,1.8,1.8,4.6,4.6,2.2,2.2,2.1,2.1
San Pedro,2000-01-01,2.5,,,,0.8,0.8,5.5,5.7,1.7,1.7,4.5,4.5,,2.0,,
Sevilla,2000-01-01,,,,,,,,,,,,,,,,
Toro,2000-01-01,,,,,0.5,0.5,6.9,6.9,1.1,1.0,5.0,5.0,2.5,2.5,2.0,2.0
Trujillo,2000-01-01,,,,,0.8,0.8,5.0,5.0,2.0,2.0,5.0,5.0,2.0,2.0,,
TuluÃ¡,2000-01-01,,,,6.0,0.8,0.8,5.9,5.9,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0
Ulloa,2000-01-01,,,,,0.7,0.7,,,1.5,1.45,,,,,,
Versalles,2000-01-01,,,,,0.78,0.75,,,2.5,3.0,,,,,,
Vijes,2000-01-01,,,,5.0,0.7,0.7,5.7,6.5,0.8,0.8,4.5,,,,,
Yotoco,2000-01-01,,,,,0.8,0.75,5.0,5.0,1.7,,0.0,,2.0,,,
Yumbo,2000-01-01,2.1,,,,0.65,0.65,6.0,6.0,2.3,2.3,5.0,5.0,2.0,2.0,,
Zarzal,2000-01-01,1.5,,,,,,3.4,3.1,,,3.2,3.5,3.0,3.2,,
